año,ccz,est,se,cv,quintil
2014,CCZ12,"23,1260469","1,575511778","6,8",Q2
2014,CCZ12,"19,93299832","1,52706628","7,7",Q3
2014,CCZ12,"19,71314908","1,679179114","8,5",Q4
2014,CCZ12,"12,15452261","1,299423649","10,7",Q5
2015,CCZ12,"27,00821384","2,137069466","7,9",Q1
2015,CCZ12,"19,62504061","1,447662462","7,4",Q2
2015,CCZ12,"22,11703559","1,437825528","6,5",Q3
2015,CCZ12,"20,26080097","1,705836149","8,4",Q4
2015,CCZ12,"10,988909","1,292119074","11,8",Q5
2016,CCZ12,"25,33040855","2,541870365",10,Q1
2016,CCZ12,"22,54455717","1,511430017","6,7",Q2
2016,CCZ12,"22,66520428","2,311074803","10,2",Q3
2016,CCZ12,"18,59062243","1,937855132","10,4",Q4
2016,CCZ12,"10,86920757","1,808042494","16,6",Q5
2017,CCZ12,"26,82659141","2,067280763","7,7",Q1
2017,CCZ12,"22,39991638","1,885085411","8,4",Q2
2017,CCZ12,"23,94167451","1,619201414","6,8",Q3
2017,CCZ12,"18,04640953","1,834684117","10,2",Q4
2017,CCZ12,"8,785408174","1,275878016","14,5",Q5
2018,CCZ12,"23,48360656","1,956781618","8,3",Q1
2018,CCZ12,"26,92622951","2,03489125","7,6",Q2
2018,CCZ12,"21,35758197","1,72652289","8,1",Q3
2018,CCZ12,"18,07889344","2,049144425","11,3",Q4
